,Leukemia,Colon/Colorectal Cancer,Bladder Cancer,Lung Cancer,Ovarian Cancer,Skin Cancer,Breast Cancer,Pancreatic Cancer,Brain Cancer,Lymphoma,Kidney Cancer,Sarcoma,Bone Cancer,Gastric Cancer,Neuroblastoma,Rhabdoid,Prostate Cancer,Fibroblast,Gallbladder Cancer,Thyroid Cancer,Bile Duct Cancer,Head and Neck Cancer,Myeloma,Liver Cancer,Endometrial/Uterine Cancer,Esophageal Cancer,Cervical Cancer,Eye Cancer
ABHD17A (81926),16019.0,16206.5,15968.0,16214.5,16035.0,15760.5,15930.0,16119.5,16348.0,16276.0,15988.5,16251.0,16101.0,16140.5,16029.5,16252.0,17240.0,16030.0,16302.0,16458.0,15288.0,16007.5,15752.5,16318.5,16201.0,15982.5,16525.0,15752.0
ABHD17B (51104),4484.0,2056.0,1752.0,2406.5,3054.0,1808.0,2746.0,2487.0,2127.0,2270.0,2968.5,3273.0,2238.0,3755.5,1274.5,2475.5,9477.0,1245.0,1352.0,2530.5,5315.0,2254.0,3004.0,2393.5,2805.0,2230.5,1384.5,1321.5
ABHD17C (58489),4747.0,4599.0,3264.0,4147.5,3071.0,4686.5,3565.0,3666.5,3746.5,3408.0,3165.0,4726.5,3424.0,2761.0,3564.0,2585.0,3386.0,5830.0,5868.0,7960.5,4701.0,2345.5,6296.0,3021.5,2448.5,2985.0,3288.5,982.5
ABHD18 (80167),2726.0,6190.0,2854.0,3187.5,2435.0,3028.5,2547.0,2365.5,2556.5,4732.0,4201.5,3167.5,2792.0,4384.0,5611.5,6149.0,2078.0,2892.0,540.0,5837.5,4517.0,2764.0,5409.0,2955.0,3538.0,3013.5,4885.0,6256.0
ABHD2 (11057),12853.0,11403.0,10699.0,11038.0,11495.0,12424.0,11575.0,10338.5,12386.5,13318.0,12621.0,12112.5,12081.0,10829.5,10530.5,13297.5,13595.0,8302.0,13258.0,7544.5,12504.0,11658.0,14429.5,11251.0,11847.0,13122.0,11563.0,10316.0
ABHD3 (171586),7103.0,9680.5,10028.0,8649.5,8575.0,7449.0,8480.0,9967.0,9132.0,8380.0,8719.0,9175.5,8816.0,10571.0,10125.0,9060.0,9219.0,2091.0,3077.0,6880.5,10590.0,8330.5,5163.0,7877.5,7860.0,9239.0,7987.5,11845.5
ABHD4 (63874),5220.0,4475.0,7634.0,5172.5,4497.0,6022.0,5426.0,3836.0,5807.0,5450.0,6038.5,3953.0,5571.0,5183.0,5499.0,6258.0,7534.0,11187.0,1071.0,5231.0,4698.0,4870.0,5827.0,7364.0,6951.0,4653.5,4294.0,7084.5
ABHD5 (51099),7980.0,7137.0,9027.0,7656.5,7837.0,7728.5,6829.0,7847.0,7614.0,7760.0,8725.5,7563.0,6827.0,7238.5,7488.5,8088.0,4117.0,11516.0,8647.0,5368.0,9060.0,7264.0,9913.0,8018.5,7435.0,7473.5,7758.5,9691.5
ABHD6 (57406),5313.0,5550.5,5006.0,5798.5,5256.0,5550.0,7175.0,6611.0,4818.0,5115.0,5902.5,6297.5,6375.0,5778.5,5499.5,6026.5,5251.0,5698.0,2025.0,6248.0,6768.0,7501.0,4527.0,6575.5,5789.5,7891.5,9462.0,5685.0
ABHD8 (79575),7101.0,7105.0,8173.0,7982.5,9058.0,8275.0,8894.0,10135.0,7662.5,7225.0,8425.0,10339.5,7351.0,10878.5,7207.0,8453.0,12802.0,3915.0,13301.0,9676.5,10092.0,10751.5,9315.0,7316.5,8790.5,9449.0,10005.5,9179.5
ABI1 (10006),9277.0,11043.5,10740.0,7595.0,7757.0,8479.5,8808.0,12056.0,6507.5,8263.0,6363.5,6258.0,8006.0,11710.5,5771.0,7026.0,1315.0,10692.0,15683.0,8940.0,8977.0,11141.0,7780.5,9581.5,7594.0,8692.0,8250.0,10577.5
ABI2 (10152),4256.0,4089.0,3548.0,3776.0,5044.0,5818.5,4927.0,3987.0,5756.0,5040.0,4701.0,5299.5,5591.0,5112.5,4465.5,4334.5,4470.0,8272.0,10081.0,3379.5,3341.0,4020.0,6857.0,4315.5,4758.0,4665.5,5539.5,5883.5
ABI3 (51225),5867.0,5270.5,3700.0,4940.0,4211.0,5441.5,4503.0,3445.5,4464.0,4629.0,5011.0,4478.5,4809.0,6020.0,3130.5,4181.0,3943.0,1576.0,2465.0,5684.0,3971.0,7137.5,4776.5,4853.5,3162.0,5683.5,3050.0,6103.0
ABI3BP (25890),3258.0,3065.5,3527.0,3338.5,2125.0,2436.5,2737.0,2975.5,2527.5,3414.0,3058.0,3525.5,2784.0,2887.5,2188.5,3311.0,706.0,4594.0,545.0,3075.5,2305.0,2445.5,2973.5,3136.5,2658.0,2693.0,1997.5,5213.0
ABL1 (25),10420.0,8540.5,9331.0,10482.0,11720.0,10238.0,10330.0,9196.0,10310.0,8280.0,9334.5,9126.0,9152.0,9959.5,9637.5,7619.0,13357.0,6563.0,12616.0,8007.5,12314.0,9605.0,8831.5,10404.5,9183.0,10719.5,11204.5,9730.0
ABL2 (27),2334.0,1910.5,1491.0,1442.5,950.0,1103.0,1818.0,1854.5,1149.0,1712.0,1366.5,956.0,1380.0,1353.0,1311.0,1690.5,833.0,1014.0,3309.0,2279.5,1078.0,1731.5,2452.0,1596.0,2592.5,1349.0,1729.5,1068.0
ABLIM1 (3983),6348.0,4584.5,6724.0,6498.0,7248.0,6484.5,7020.0,6671.0,7474.5,7546.0,4883.5,7257.0,6737.0,6250.5,6437.5,8679.5,8280.0,3926.0,7735.0,8227.5,8515.0,7406.5,7318.5,6421.0,6855.5,6345.5,2093.0,7489.5
ABLIM2 (84448),7688.0,6822.5,7399.0,6098.0,5734.0,5449.5,6526.0,6894.5,7803.0,5950.0,5761.5,7631.0,7232.0,6223.0,7816.5,7412.5,7822.0,10785.0,3785.0,7297.5,4166.0,9509.0,5588.5,6087.5,7326.0,7963.5,5752.0,5644.0
ABLIM3 (22885),4024.0,5656.5,3728.0,4752.0,4039.0,4520.5,3844.0,4884.5,3677.5,3225.0,4157.5,4662.5,4206.0,3082.5,4237.0,2957.5,4593.0,1050.0,2648.0,1940.0,8045.0,4336.5,2354.0,4803.5,4254.5,3497.0,3757.5,2303.0
ABR (29),7745.0,8230.5,7948.0,8198.0,9652.0,7068.0,7125.0,10000.0,7648.0,10537.0,8509.0,7753.5,10015.0,7903.0,9350.0,10360.5,2719.0,7293.0,6135.0,4775.5,4766.0,9138.0,6538.5,6613.0,9028.0,6390.0,8725.0,5355.5
ABRA (137735),10739.0,11285.0,11407.0,10439.0,11625.0,11233.5,9761.0,10749.0,10948.5,9242.0,11034.0,8071.0,11155.0,10339.0,8535.0,8629.0,12170.0,12237.0,6441.0,8714.0,8373.0,11053.5,10443.0,10615.5,9878.0,11042.0,7470.5,9881.5
ABRACL (58527),4043.0,4360.0,3891.0,3334.5,2750.0,3851.5,3725.0,4644.5,3579.5,4046.0,3069.0,2882.0,3345.0,3726.5,4186.0,3557.5,5464.0,3529.0,4815.0,3954.0,2939.0,3729.5,4295.0,4876.0,3467.5,4655.5,2295.0,2422.5
ABRAXAS1 (84142),12226.0,12688.0,13208.0,13801.0,13096.0,12982.0,13171.0,13379.5,13243.0,11918.0,12563.5,11714.5,12803.0,13426.0,12445.0,3793.5,8433.0,13636.0,13369.0,14804.0,12427.0,14020.0,9407.5,12751.5,13714.0,13505.0,14976.0,13647.0
ABRAXAS2 (23172),824.0,1130.5,571.0,1011.5,478.0,915.5,385.0,612.0,936.0,1693.0,725.5,1421.5,1374.0,659.5,532.5,655.0,2894.0,503.0,288.0,1325.5,679.0,1202.5,1148.0,238.5,1356.5,1155.5,390.0,5936.0
ABT1 (29777),16037.0,16363.0,15956.0,16250.0,16230.0,16246.0,15839.0,16022.0,15815.0,16046.0,15723.0,16349.5,16540.0,15729.5,15355.0,15176.0,17238.0,15220.0,16199.0,16731.0,15304.0,15899.0,14825.0,16061.0,16084.0,15945.0,16436.0,16084.5
ABTB1 (80325),4360.0,4199.5,5811.0,4546.0,3863.0,2589.0,3937.0,4843.0,3893.0,4484.0,3394.0,4153.5,4921.0,6914.5,4228.5,4443.0,9840.0,1823.0,4136.0,5412.5,3772.0,4534.5,4407.0,6340.5,4821.5,4970.5,6340.0,7989.0
ABTB2 (25841),5054.0,5201.0,4666.0,3929.5,4309.0,4315.0,5535.0,3371.0,5160.0,3452.0,5435.0,3147.5,5123.0,4120.0,3064.0,3389.0,3528.0,10975.0,4423.0,1967.0,9308.0,4454.5,3868.5,5860.0,4883.5,4481.0,3751.0,2919.0
ACAA1 (30),8152.0,7756.0,8528.0,7286.5,7691.0,7846.0,6014.0,7534.5,7856.5,6550.0,7962.5,4997.5,6670.0,8076.0,6962.0,8035.0,8857.0,8674.0,5100.0,5342.0,7627.0,7600.0,9130.0,7250.5,8310.0,7614.5,6838.0,8640.0
ACAA2 (10449),8079.0,10685.0,10243.0,9525.5,9625.0,8077.5,8721.0,10027.0,8794.0,8963.0,8757.5,10135.0,10071.0,8848.5,7322.5,9696.5,9526.0,6969.0,11155.0,7941.5,11405.0,10690.0,8979.0,10121.0,10539.5,10367.0,8544.0,11793.5
ACACA (31),14418.0,16373.5,15329.0,15636.5,15163.0,15786.0,15118.0,14875.0,15517.0,15619.0,16000.0,14363.0,13931.0,15672.5,14234.5,12537.5,12574.0,15971.0,15726.0,15720.5,11484.0,15900.5,14037.5,15293.5,15101.0,15999.5,11504.5,13463.5
ACACB (32),9978.0,10707.5,9589.0,9485.0,9995.0,9791.0,9588.0,10029.5,9414.0,10359.0,9427.0,11056.5,9287.0,8764.0,11573.0,8268.5,9963.0,8014.0,5703.0,12665.5,11387.0,8645.0,9691.0,7666.0,9201.5,10618.0,10482.5,7400.5
ACAD10 (80724),7330.0,7737.0,4876.0,7293.0,6162.0,6888.5,6208.0,7394.5,7960.5,7284.0,5437.5,6903.5,6530.0,7338.0,6806.5,7628.0,13414.0,12540.0,5584.0,10588.0,4849.0,6900.0,7267.0,5820.5,5341.5,6064.0,4054.0,2433.5
ACAD11 (84129),3603.0,5053.5,5344.0,5635.0,5072.0,4935.5,3701.0,5361.0,4348.0,4241.0,3884.0,3453.0,4661.0,5101.5,6182.0,6596.5,9910.0,5256.0,8071.0,7920.0,4217.0,5065.0,3478.5,5417.5,6377.5,4439.5,2427.0,2558.0
ACAD8 (27034),1172.0,1479.0,836.0,885.5,1233.0,1381.5,941.0,1050.5,1419.0,937.0,1095.5,1264.5,1017.0,1711.0,2892.5,2257.0,7041.0,1181.0,555.0,1875.5,3225.0,1023.5,955.5,1299.5,961.5,730.5,348.0,894.5
ACAD9 (28976),14148.0,14972.0,14285.0,14451.0,14465.0,14697.0,14217.0,12628.5,14390.5,12113.0,13526.5,14281.5,14811.0,15358.0,14897.5,14725.5,15656.0,11606.0,14761.0,14444.0,13110.0,14133.5,14570.0,14810.0,15050.5,14634.0,14828.5,10346.5
ACADL (33),9950.0,10894.0,10566.0,10326.0,9720.0,11114.5,11367.0,8891.5,9361.0,11156.0,10825.0,10254.5,9274.0,11050.0,10929.5,13083.5,9527.0,11440.0,8597.0,10833.0,9355.0,10009.0,8834.0,11703.5,11146.5,10385.0,10769.5,12388.5
ACADM (34),5992.0,7902.0,7342.0,9940.5,9902.0,7628.5,8989.0,8521.0,9087.5,8993.0,9527.5,7534.5,9110.0,9213.0,10820.0,9308.0,7760.0,6285.0,8048.0,5429.5,8560.0,7744.0,7043.5,8375.5,9974.5,6401.5,7524.5,12220.5
ACADS (35),11676.0,12663.0,12413.0,12767.5,11318.0,11487.0,11787.0,12741.0,11277.0,12597.0,9966.5,12229.0,12631.0,11793.0,12549.5,8785.5,10258.0,7903.0,11106.0,10878.0,12646.0,11147.5,11692.5,11409.5,11380.5,12299.0,12364.0,10355.0
ACADSB (36),12155.0,12591.0,12907.0,12527.5,12921.0,12553.0,12508.0,12024.0,12859.0,12175.0,13279.0,12178.0,12366.0,12394.5,12560.5,12258.5,13129.0,13872.0,10863.0,12605.5,14051.0,13256.5,12228.5,11825.0,12200.5,13237.5,14432.0,12748.5
ACADVL (37),7928.0,7949.0,8217.0,9152.0,10630.0,9530.0,9841.0,8541.5,10295.5,9851.0,9757.0,9484.0,9198.0,8142.5,9317.5,9658.0,10800.0,14607.0,4376.0,5905.0,11475.0,9129.5,6033.5,11854.5,9951.0,7692.0,7041.0,6270.0
ACAN (176),5282.0,8919.0,6941.0,6782.5,7403.0,6471.5,5604.0,8171.5,7122.0,5510.0,7329.0,5921.0,6525.0,5837.5,11237.5,3808.5,10650.0,6094.0,10428.0,6070.0,9376.0,5676.0,9931.0,6037.5,5227.0,8063.0,8477.5,5445.5
ACAP1 (9744),12384.0,12363.5,12435.0,12777.0,12387.0,11624.0,13208.0,12015.0,12227.0,13292.0,11459.0,12029.5,12821.0,12406.5,12778.0,13095.0,8718.0,12002.0,11944.0,8934.0,13430.0,12678.0,11104.0,12847.0,12879.5,11909.5,11437.5,12722.0
ACAP2 (23527),2245.0,3351.5,6242.0,2366.5,3364.0,2352.0,2662.0,4122.0,2704.0,3595.0,2917.0,2936.0,2168.0,3291.0,3626.5,1835.5,2632.0,2734.0,679.0,2425.5,2824.0,3032.5,2235.0,1365.0,3359.0,4133.5,2220.5,2763.0
ACAP3 (116983),12388.0,13576.5,13203.0,12738.5,13328.0,12973.0,13502.0,13198.0,13162.5,12428.0,13429.0,12340.0,12933.0,12196.5,13000.0,14056.5,13501.0,11030.0,12038.0,12641.5,13000.0,12210.0,11538.0,13252.5,13960.5,12943.5,11850.5,14127.0
ACAT1 (38),1788.0,2692.5,1711.0,2347.0,2394.0,2348.5,2655.0,1789.5,1966.5,2663.0,1252.5,3412.5,3027.0,1810.5,3804.5,2426.5,196.0,4507.0,1981.0,4190.5,2729.0,2884.0,2629.5,1647.0,1323.0,2135.0,2992.0,3234.5
ACAT2 (39),765.0,1746.5,996.0,985.0,1079.0,1448.5,1129.0,1119.0,1476.5,2046.0,1271.5,2264.5,776.0,1147.5,1929.0,2116.0,2298.0,1173.0,2922.0,3529.0,1800.0,894.0,4078.5,657.5,1228.0,930.0,381.0,2888.5
ACBD3 (64746),10487.0,9401.5,9956.0,9767.0,8240.0,9501.0,10621.0,9509.5,8590.0,8847.0,9957.0,10633.0,10600.0,10484.0,10205.0,7427.0,11104.0,6880.0,3862.0,6593.0,12211.0,9828.0,10519.5,9594.0,8824.5,8920.5,7433.0,12089.5
ACBD4 (79777),7517.0,9765.0,9300.0,8541.5,9162.0,8272.5,7469.0,9837.0,8688.5,8731.0,7815.5,6682.5,6848.0,6400.0,9283.0,8003.0,7223.0,7421.0,10445.0,10025.0,8210.0,9214.0,9485.0,8473.0,9430.0,7292.5,10449.5,6649.5
ACBD5 (91452),6036.0,6810.5,6894.0,5631.5,4577.0,6155.5,6791.0,3993.0,5037.5,7615.0,6253.0,3126.0,5878.0,6227.5,4172.0,6283.5,2378.0,731.0,12777.0,3486.5,8209.0,5983.0,7095.0,5338.0,5204.5,6176.0,5390.5,3541.0
ACBD6 (84320),4701.0,4498.5,5055.0,4534.5,3269.0,4525.5,4804.0,3518.5,3381.5,4409.0,5533.5,5022.5,3267.0,4493.5,4277.5,4937.0,720.0,5897.0,4937.0,3931.5,3437.0,5173.5,6972.5,2796.5,3059.0,4321.5,4270.0,4957.5
ACBD7 (414149),4767.0,3241.5,3033.0,2824.5,2465.0,2528.0,1905.0,3008.0,3423.0,1720.0,3485.5,2606.5,2240.0,3208.0,3748.5,2876.0,2210.0,4719.0,1301.0,6054.5,2878.0,2671.0,4714.5,2519.0,2027.0,3180.5,2559.5,1886.5
ACCS (84680),2309.0,3163.0,5119.0,3152.0,3896.0,3710.5,3451.0,2752.5,4082.5,6377.0,3590.5,4598.0,5718.0,3760.0,4424.0,4642.5,2663.0,10826.0,6401.0,4757.0,6258.0,3299.5,2323.5,4152.0,5037.0,3131.0,6060.0,3328.5
ACCSL (390110),11031.0,9956.0,10471.0,9693.5,10279.0,10162.0,9153.0,9916.5,10071.5,11456.0,8068.5,10551.5,11884.0,10488.5,10658.0,10345.5,6645.0,8459.0,15017.0,3765.0,10931.0,9768.5,7906.0,12210.5,7815.5,10234.0,8443.0,8173.5
ACD (65057),16317.0,16048.0,15964.0,15887.0,16267.0,16104.5,15757.0,15822.5,16348.0,15970.0,16542.0,16269.0,15614.0,15997.0,16270.5,15847.0,14469.0,16668.0,16014.0,15525.5,16312.0,15735.0,15755.5,16066.5,16239.5,15486.0,15110.5,15829.0
ACE (1636),13182.0,12889.0,12074.0,13074.0,13373.0,12551.5,13304.0,13410.5,12405.0,12162.0,11888.0,12496.0,12565.0,12521.5,13598.0,11134.5,10872.0,13480.0,8426.0,14355.0,12499.0,13252.0,12240.0,12905.0,12274.5,13630.5,11159.5,13348.0
ACE2 (59272),1301.0,1372.0,1713.0,1734.0,1504.0,1962.0,960.0,2697.0,1098.0,656.0,1176.0,2481.5,1600.0,1149.5,4558.0,1949.0,7284.0,419.0,4591.0,407.5,1928.0,1228.0,1391.0,1169.5,1471.5,2278.0,1545.0,1637.5
ACER1 (125981),2727.0,1583.0,1063.0,1433.5,1427.0,1898.0,1226.0,1275.0,1396.0,2874.0,2370.5,3017.0,1538.0,2324.0,1087.5,1406.5,5644.0,6581.0,972.0,1021.5,2087.0,1780.5,2960.5,1520.0,2567.5,1222.5,2372.0,1473.5
ACER2 (340485),5984.0,4851.5,4504.0,4901.0,5119.0,6190.0,5107.0,5447.5,4961.0,4152.0,7984.0,6478.5,4181.0,5595.0,5540.0,7435.0,3995.0,3102.0,7297.0,7345.5,4496.0,4442.0,5250.5,4700.5,3076.5,4185.0,6492.0,2643.0
ACER3 (55331),2626.0,3564.5,2089.0,2307.5,2349.0,2251.5,2283.0,2560.0,2141.0,2673.0,1665.0,2378.0,3063.0,3862.0,5159.0,3402.5,5758.0,3346.0,1419.0,5499.0,3173.0,4050.5,5315.0,2385.5,1839.5,2669.5,3494.5,1305.0
ACHE (43),14447.0,14062.5,14365.0,14133.5,14353.0,14906.0,14399.0,13931.5,14441.5,14128.0,14320.0,13506.0,13856.0,14372.0,14241.5,15484.5,15428.0,10589.0,12389.0,15794.5,14932.0,14039.5,12358.0,13917.5,15593.0,14137.0,15034.0,11775.5
ACIN1 (22985),17138.0,16974.5,17008.0,17008.5,16883.0,17019.5,17133.0,17052.5,17127.5,17242.0,16996.0,17043.0,17293.0,17010.0,17108.0,16992.0,17382.0,16645.0,17086.0,17003.0,16510.0,16940.0,17349.5,17043.5,17140.0,16875.5,17298.5,17167.5
ACKR1 (2532),11205.0,11718.5,10350.0,11086.0,10899.0,11371.0,10684.0,9585.0,10017.5,11627.0,11550.5,10630.0,10950.0,11460.0,11048.5,10248.0,5823.0,12275.0,10779.0,12141.0,9571.0,10672.5,12445.0,10354.5,10961.0,11121.0,11027.5,9605.5
ACKR2 (1238),3434.0,2686.0,4151.0,3189.5,2592.0,3568.5,2617.0,3606.0,2484.5,2822.0,3985.5,2595.0,3695.0,2529.0,3504.0,3148.0,1078.0,4358.0,888.0,2548.0,5032.0,3984.5,5308.0,2595.5,2900.5,3820.0,4268.0,4360.0
ACKR3 (57007),2710.0,3658.0,2543.0,2868.0,3338.0,3008.5,2513.0,3188.5,3693.0,5278.0,3029.5,3645.0,3266.0,3466.0,2863.0,4743.0,5002.0,5663.0,2466.0,3810.5,3567.0,2725.0,2866.5,3286.0,2255.0,1878.5,2995.5,2534.0
ACKR4 (51554),11381.0,11773.5,12271.0,11837.5,12714.0,11656.5,10571.0,11134.0,11199.5,10637.0,10893.5,12498.5,13868.0,10440.0,11543.5,11427.0,12084.0,12614.0,14069.0,11912.0,12481.0,10428.5,11520.5,11947.5,10924.5,11458.0,12359.5,12425.5
ACLY (47),16558.0,16240.0,15854.0,15927.5,15494.0,16877.0,15911.0,16203.5,15822.5,16901.0,15636.5,16330.0,15108.0,16408.5,14964.5,16001.5,18054.0,16094.0,16711.0,16113.0,15993.0,16608.0,16418.0,15570.0,14016.5,16170.0,15310.0,10953.0
ACMSD (130013),3468.0,4350.5,2192.0,3307.5,3662.0,2780.0,3458.0,2670.0,3787.0,2243.0,3742.5,2654.0,3865.0,3553.5,3239.5,5713.5,2681.0,1549.0,2110.0,1240.0,3206.0,3913.5,4077.5,3669.5,2643.0,2711.0,4302.5,4140.0
ACO1 (48),2670.0,3057.5,3367.0,3808.5,4346.0,3588.0,2882.0,3523.0,2058.0,2581.0,5227.5,3803.5,5344.0,2855.0,2535.0,3379.5,2638.0,9159.0,7645.0,3266.5,5435.0,4047.5,4003.0,3104.5,3631.5,2583.0,2281.0,2177.0
ACO2 (50),16589.0,16702.5,14735.0,16666.0,16999.0,15837.5,17191.0,17138.5,14725.0,16659.0,13125.0,16779.5,16430.0,16796.5,16919.5,16855.5,16302.0,12969.0,17158.0,14366.5,17029.0,15957.5,16335.0,14869.0,16476.0,16686.0,15834.5,17210.0
ACOD1 (730249),7784.0,7817.5,8799.0,8440.5,6884.0,8453.5,6758.0,8742.0,7661.0,9742.0,6784.5,7720.5,6812.0,7483.5,8535.5,7853.5,11149.0,8258.0,9122.0,7509.0,10447.0,7476.0,8521.0,6608.5,6851.5,7790.5,7828.5,7156.5
ACOT1 (641371),1322.0,2184.5,3314.0,2455.5,2673.0,2821.5,2200.0,4537.0,3099.0,2216.0,2687.5,1524.5,4662.0,4692.5,2342.0,2537.5,8545.0,2078.0,848.0,3238.5,3431.0,2940.5,2414.5,3191.5,1882.0,1469.5,1415.0,3343.0
ACOT11 (26027),10225.0,7757.0,8049.0,8630.0,7120.0,8056.0,7947.0,7708.5,7417.0,7936.0,8858.0,9070.0,7047.0,7026.5,8376.5,6740.0,4441.0,11763.0,186.0,6172.5,5078.0,9121.0,9610.0,8258.0,6349.5,7785.5,6668.0,7672.5
ACOT12 (134526),15565.0,15972.5,16189.0,16170.5,16016.0,15910.0,15540.0,16375.5,16119.5,16307.0,16015.5,16376.0,16115.0,15905.0,15782.5,15864.5,16472.0,16113.0,15424.0,16191.5,16476.0,16271.0,15632.0,15484.0,16009.5,15734.0,16490.0,15754.5
ACOT13 (55856),7179.0,7805.5,7314.0,7379.5,8330.0,7320.5,7574.0,8645.0,8393.5,10055.0,8741.0,7589.0,8977.0,7243.5,9170.0,6864.5,7987.0,2033.0,8439.0,5269.0,9296.0,8244.0,8736.0,6344.5,5869.0,8098.5,7739.5,9838.0
ACOT2 (10965),4200.0,2958.0,2930.0,2829.0,2188.0,2713.0,2239.0,3413.0,3371.0,3470.0,4474.0,3732.0,3722.0,4275.5,3488.5,3493.0,4634.0,3958.0,1102.0,5511.0,4061.0,3026.0,6679.0,4005.0,2593.0,3419.0,1450.0,4319.0
ACOT4 (122970),13258.0,14055.0,13652.0,13528.5,14492.0,13359.5,12709.0,12495.5,13787.5,14726.0,12301.0,14123.0,13186.0,13984.0,12306.0,14500.0,15640.0,13960.0,12110.0,13306.0,12652.0,13214.0,11564.5,13553.5,14596.0,13051.5,14485.0,15260.5
ACOT6 (641372),9591.0,9699.0,8744.0,9350.5,9362.0,9268.0,9714.0,9755.0,9075.5,8840.0,10200.0,10322.0,10646.0,10101.0,8475.5,10961.5,5572.0,12208.0,11837.0,8280.5,8424.0,10233.0,8990.0,9526.5,9583.5,9782.5,9077.0,6606.0
ACOT7 (11332),7080.0,6132.0,5116.0,5605.5,5690.0,5819.5,5536.0,4532.0,5784.0,5660.0,6359.5,4685.5,6553.0,7208.5,6214.5,7876.0,10001.0,6593.0,4701.0,7856.5,6830.0,5976.0,5675.0,7068.5,7466.5,6673.0,6687.5,6559.5
ACOT8 (10005),9124.0,9479.5,10234.0,9128.5,11038.0,8886.5,8336.0,9461.5,10211.5,10250.0,10375.5,8299.0,8483.0,8032.0,8874.5,7640.5,3543.0,10830.0,14195.0,6534.0,9812.0,7779.0,11963.0,9363.5,8880.0,10251.5,8863.0,8058.5
ACOT9 (23597),2939.0,2567.0,3114.0,2692.0,2899.5,2215.5,2928.5,3631.0,3039.0,2243.0,1982.0,1385.0,2898.0,2258.5,3950.0,3307.0,3210.0,1554.0,3901.0,3496.5,989.0,2585.0,2966.5,2516.5,2401.5,3330.0,1670.0,2972.5
ACOX1 (51),8586.0,12567.0,11345.0,11510.5,10089.0,9884.0,10239.0,14218.0,7914.0,8680.0,12073.5,10079.0,8541.0,10762.0,12062.5,9053.0,13486.0,5084.0,12349.0,3989.5,13296.0,11543.0,8727.0,9879.0,12393.0,11759.0,10433.5,10391.0
ACOX2 (8309),8580.0,7776.5,8720.0,9021.0,8677.0,8513.5,6643.0,10541.0,8267.0,9105.0,9762.5,9566.0,7138.0,8418.5,9142.5,9028.5,8681.0,10675.0,5522.0,5290.5,2484.0,9665.0,9316.0,9719.5,7615.5,8903.0,10284.5,7995.5
ACOX3 (8310),6612.0,8545.5,9243.0,7996.5,7815.0,7673.5,5840.0,10012.0,9176.0,8577.0,8736.0,7886.0,8853.0,7848.0,9792.0,8203.0,11035.0,9561.0,5729.0,8408.5,10647.0,9968.0,7788.5,7632.0,9691.5,8267.0,10664.5,8081.0
ACOXL (55289),11792.0,12954.0,13679.0,12924.0,12997.0,12556.0,12290.0,13098.0,12779.0,12318.0,12964.5,11390.5,12799.0,12290.5,9677.0,10770.5,5240.0,14686.0,9093.0,10173.5,12163.0,13057.5,12247.0,12254.0,14101.0,13170.5,13073.5,11880.5
ACP1 (52),3153.0,1664.0,2503.0,2181.0,1683.0,2724.0,2286.0,1234.5,2738.0,1974.0,2293.0,3546.0,2391.0,1008.5,3229.0,2663.0,4827.0,555.0,704.0,1114.0,3967.0,2635.5,2263.5,2318.5,1961.0,1480.0,1130.0,3218.5
ACP2 (53),3338.0,2399.5,3035.0,2408.5,2370.0,2971.0,1903.0,2120.5,2047.0,2062.0,2423.0,2662.5,2568.0,1774.0,1734.5,2276.5,1788.0,8520.0,739.0,659.5,2080.0,1816.0,5625.0,4401.0,2570.0,1667.5,1025.0,2627.0
ACP4 (93650),3690.0,4073.5,4246.0,3422.0,4074.0,3960.5,4527.0,3356.5,3437.0,5370.0,2987.0,4785.0,4459.0,4770.0,4242.0,4191.0,4486.0,1380.0,11532.0,2269.5,4989.0,3238.5,2789.0,4504.0,4330.5,3685.5,4449.0,2718.0
ACP5 (54),6071.0,3166.0,5146.0,4488.5,4926.0,3791.0,5188.0,4906.5,4084.5,3385.0,3784.5,5172.5,4311.0,5183.5,4373.0,5529.5,7639.0,3645.0,9524.0,6354.5,4666.0,4588.0,4241.5,4201.5,4172.0,4289.0,4192.5,3770.0
ACP6 (51205),10528.0,11262.5,11350.0,12318.5,11531.0,12369.5,11567.0,11840.0,11648.5,10561.0,12381.0,12132.0,12795.0,11088.0,9830.0,11644.5,7031.0,8717.0,10439.0,8600.0,11190.0,11869.5,12685.0,11788.5,11969.0,11637.0,11452.0,12185.5
ACP7 (390928),9980.0,8320.5,10104.0,9863.5,10644.0,10151.5,7698.0,8003.0,8860.5,9145.0,9009.5,11319.0,10827.0,11205.0,6630.5,11585.5,8936.0,11695.0,13493.0,8740.0,9958.0,10590.5,9435.5,9740.5,12230.5,10786.5,13166.0,10443.0
ACPP (55),4089.0,5348.0,6850.0,4405.0,6182.0,5987.5,4077.0,4351.0,6185.5,4313.0,6871.5,6410.0,7365.0,7063.0,3890.0,5760.0,12531.0,6518.0,9735.0,4707.0,6049.0,5222.0,7435.0,4648.0,5443.0,5000.5,7805.5,6005.0
ACR (49),12169.0,11409.0,12708.0,10890.0,13703.0,11839.5,11151.0,12983.5,12660.0,9494.0,11855.5,12939.0,11721.0,9840.5,14699.0,13513.5,12240.0,7137.0,15469.0,12833.0,6927.0,11093.0,10338.5,12650.0,12057.5,12478.0,13918.5,14702.5
